Code,Address,Tell,X,Y
1205,서울특별시 서대문구 창천동 20-25 번지,1544-1122,126.9402322,37.55656147
1203,서울특별시 노원구 중계동 509-2 번지,1544-1122,127.0686083,37.63991833
1202,서울특별시 금천구 가산동 60-8 번지,1544-8855,126.8890846,37.47758175
1198,서울특별시 관악구 봉천동 862-1 번지 에그옐로우 10층,1544-8855,126.9522029,37.48101784
1197,서울특별시 동작구 사당동 147-53 번지 골든시네마 12층,070-7017-4526,126.9815225,37.48476399
1195,서울특별시 마포구 서교동 490 번지 메세나폴리스 2층 롯데시네마,1544-8855,126.9137822,37.55093442
1194,강원도 강릉시 옥천동 189 번지 씨네몰 6~8층,1544-1122,128.8986779,37.75570084
1193,서울특별시 마포구 동교동 166-14 번지 동교동 스타피카소 8층,02-738-0366,126.9247581,37.55719126
1192,경기도 의정부시 의정부동 168 번지,1544-1122,127.046294,37.73753614
1189,서울특별시 강서구 방화동 886 번지,1544-8855,126.802992,37.56505927
1188,서울특별시 강서구 방화동 886 번지 외6필지,1544-8855,126.802992,37.56505927
1186,서울특별시 강남구 신사동 651-21 번지,1544-1122,127.0370481,37.52289357
1169,서울특별시 강남구 역삼동 816 번지,,127.0269163,37.50037587
1166,서울특별시 광진구 화양동 1 번지 건국대학교 예술디자인대학 B108호 KU시네마테크,02-446-6579,127.0737251,37.54254081
1165,서울특별시 중구 충정로1가 68 번지 문화일보사건물,02-3672-4235,126.9686899,37.56710886
1164,서울특별시 동대문구 전농동 591-53 번지,1544-8855,127.0469921,37.58097657
1163,서울특별시 중구 충무로2가 65-9 번지 하이해리엇 10층,1544-1122,126.9853544,37.56133069
1159,서울특별시 중랑구 상봉동 130-3 번지 메가박스빌딩 4층,1544-0070,127.0746814,37.59323266
1158,서울특별시 영등포구 영등포동4가 442 번지 경방 타임스퀘어 4~7층,1544-1122,126.903341,37.51707531
1156,서울특별시 송파구 문정동 634 번지 가든파이브 라이프 영관 10층,1544-1122,127.1249961,37.47764829
1155,서울특별시 관악구 신림동 1641-2 번지 타임스트림 10층~15층,1544-8855,126.9301738,37.48383591
1154,서울특별시 성동구 행당동 168-151 번지 (왕십리 민자역사 5층),1544-1122,127.038382,37.56128867
1151,서울특별시 중구 을지로6가 18-21 번지 굿모닝시티 9층~11층,1544-0070,127.0072809,37.56687296
1149,서울특별시 서대문구 대신동 85 번지 하늬솔빌딩 지하 1층,02-363-2537,126.9445167,37.56412838
1148,서울특별시 서대문구 대현동 11-1 번지 이화여자대학교 이화캠퍼스콤플렉스(지하4층),02-747-7782,126.9474536,37.56256074
1146,서울특별시 마포구 서교동 367-5 번지 상상마당빌딩 지하 4층,02-330-6243,126.9210327,37.55099957
1144,서울특별시 마포구 동교동 166-14 번지 와이즈파크 8층,1544-8855,126.9247581,37.55719126
1128,서울특별시 강남구 신사동 602 번지,1544-1122,127.0294108,37.52434185
1127,서울특별시 종로구 명륜2가 41-9 번지 판타지움빌딩 1층,1544-1122,126.9998465,37.58346426
1125,서울특별시 동작구 사당동 147-53 번지 골든시네마타워 7~11층,1544-0070,126.9815225,37.48476399
1124,서울특별시 강북구 미아동 35-4 번지 트레지오쇼핑몰 9층,1544-1122,127.030716,37.61205757
1123,서울특별시 강남구 역삼동 814-6 번지 스타플렉스 4층~11층,1544-1122,127.0263748,37.50165186
1122,서울특별시 광진구 자양동 227-7 번지,1544-8855,127.072632,37.53780278
1121,서울특별시 광진구 자양동 227-7 번지,1544-8855,127.072632,37.53780278
1117,서울특별시 서대문구 신촌동 74-12 번지,1544-0070,126.9419177,37.55979454
1112,서울특별시 양천구 목동 917-6 번지 행복한백화점 6층 메가박스 목동지점,1544-0070,126.8760836,37.5293731
1111,서울특별시 강남구 신사동 602 번지,1544-1122,127.0294108,37.52434185
1109,서울특별시 노원구 상계동 713 번지 롯데백화점 10층,1544-8855,127.0610785,37.65514405
1106,서울특별시 은평구 대조동 240 번지 팜스퀘어 11층,1544-1122,126.9290036,37.60972102
1105,서울특별시 중구 남대문로2가 130 번지,1544-8855,126.9819232,37.5640966
1104,서울특별시 영등포구 영등포동 618-496 번지 A동 7~9층,1544-8855,126.9073725,37.51592291
1103,서울 종로구 낙원동 284-6 낙원상가4층,02-3672-4232,126.9878097,37.57258501
1102,서울특별시 중구 남대문로2가 130 번지,1544-8855,126.9819232,37.5640966
1101,서울특별시 서초구 서초동 1317-20 번지 아라타워 8층,1544-0070,127.0265377,37.49794468
1099,서울특별시 종로구 돈의동 137 번지,1544-1122,126.9912284,37.57103513
1098,서울특별시 성북구 돈암동 538-98 번지,02-3291-5540,127.0139029,37.5999193
1096,서울특별시 강동구 성내동 44-1 번지,1544-8855,127.125337,37.53661978
1088,서울특별시 용산구 한강로3가 40-999 번지 아이파크몰 6층,1544-1122,126.9641565,37.52955711
1083,서울특별시 종로구 신문로1가 226 번지 흥국생명빌딩 지하 2층,02-2002-7770,126.9722882,37.56972849
1071,서울특별시 강남구 논현동 3-5 번지,1544-8855,127.0219366,37.51644375
1066,서울특별시 중구 필동2가 19-1 번지,02-3393-3500,126.9953516,37.56107312
1062,서울특별시 중구 정동 22 번지 경향아트힐 2층,02-741-9782,126.9699921,37.56816983
1057,서울특별시 중구 명동2가 83-5 번지 아바타빌딩 8층,1544-1122,126.9828904,37.56341287
1034,서울특별시 영등포구 여의도동 23 번지 국제금융센터 지하3층,1544-1122,126.9252982,37.52497819
1030,서울특별시 서초구 반포동 19-3 번지 센트럴시티빌딩 지하1층,1544-0070,127.0036211,37.50436375
1017,서울특별시 구로구 구로동 573 번지 NC신구로점 6층,1544-1122,126.8828391,37.50117606
1016,서울특별시 광진구 구의동 546-4 번지 테크노마트 10층,1544-1122,127.0957647,37.53569936
1003,서울특별시 강남구 삼성동 159 번지,1544-0070,127.0588192,37.5125208
432,경기도 양평군 양평읍 365-9 번지,031-773-7893,127.5420169,37.46884556
